,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
6932,79000.0,EUR,79000.0,Motor Yacht,Carver power boats,Used boat,1994,11.87,4.04,unknown,Italy , Aprilia Marittima di Latisana (UD),50
6933,79000.0,EUR,79000.0,Flybridge,Azimut power boats,"Used boat,Diesel",1994,11.58,3.98,GRP,Italy , Mar Tirreno,105
6934,79000.0,EUR,79000.0,Pilothouse,Rhea power boats,"Used boat,Diesel",2005,8.65,3.3,PVC,France ," 29200 BREST, France",124
6935,79000.0,EUR,79000.0,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2001,11.6,3.7,GRP,Spain , Balearic Islands,145
6936,79000.0,EUR,79000.0,Flybridge,Dellapasqua power boats,Used boat,2002,11.3,3.6,GRP,Italy , Veneto ,132
6937,79000.0,EUR,79000.0,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2012,8.81,2.96,PVC,Spain ," Torrevieja, Espagne",115
6938,79000.0,EUR,79000.0,Classic,unknown,Used boat,1925,8.0,2.0,Steel,Netherlands , onbekend,86
6939,79000.0,EUR,79000.0,Motor Yacht,Treffer power boats,Used boat,1995,14.7,4.5,Steel,Netherlands , onbekend,170
6940,79000.0,EUR,79000.0,House Boat,unknown,"Used boat,Diesel",1939,26.32,6.05,Steel,Germany , Nordsee,365
6941,79000.0,EUR,79000.0,Hardtop,Stama power boats,"Used boat,Diesel",2003,11.99,3.6,unknown,Italy , Aprilia Marittima di Latisana (UD),137
6942,79000.0,EUR,79000.0,"Cabin Boat,Motor Yacht",Bella power boats,"Used boat,Diesel",2012,9.1,3.3,GRP,Finland , Tampere ,268
6943,79000.0,EUR,79000.0,"Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Unleaded",2008,9.6,2.98,GRP,Germany ," Deutschland, Rhein Neckar Kreis",539
6944,79000.0,EUR,79000.0,Motor Yacht,Oost power boats,"Used boat,Diesel",2002,10.4,3.45,Steel,Germany , Brandenburg ,187
6945,79000.0,EUR,79000.0,Flybridge,Carver power boats,"Used boat,Diesel",1999,13.68,4.1,GRP,Spain , Costa Dorada ,341
6946,78999.0,EUR,78999.0,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,8.88,2.99,GRP,Germany , Kieler Bucht mit Fehmarn ,45
6947,78000.0,EUR,78000.0,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1986,10.55,3.65,GRP,Italy , Toscana ,31
6948,78000.0,EUR,78000.0,Fishing Boat,Tiara power boats,"Used boat,Diesel",1992,10.3,3.66,GRP,Italy , Mar Tirreno,43
6949,78000.0,EUR,78000.0,Cabin Boat,Gobbi power boats,"Used boat,Diesel",2001,10.25,3.3,GRP,Germany , Damp,213
6950,78000.0,EUR,78000.0,Sport Boat,Bayliner power boats,"Used boat,Diesel",1996,12.8,4.09,PVC,Spain ," Alicante (Alacant), Espagne",87
6951,78000.0,EUR,78000.0,Motor Yacht,unknown,"Used boat,Diesel",2004,11.3,3.35,GRP,Italy , Mar Tirreno,68
6952,78000.0,EUR,78000.0,Trawler,Pedro power boats,Used boat,2002,9.32,3.5,Steel,Germany , Konstanz (DE),115
6953,78000.0,EUR,78000.0,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.98,2.79,PVC,Spain ," Sitges, Espagne",42
6954,78000.0,EUR,78000.0,Hardtop,Bavaria power boats,"Used boat,Unleaded",2008,9.96,3.45,unknown,Italy , Mar Tirreno,180
6955,78000.0,EUR,78000.0,Motor Yacht,Prinz power boats,Used boat,2004,10.88,3.35,GRP,Italy , Toscana ,63
6956,78000.0,EUR,78000.0,Motor Yacht,Prinz power boats,Used boat,2004,10.06,3.05,unknown,Malta , San ?iljan,122
6957,78000.0,EUR,78000.0,Flybridge,Azimut power boats,"Used boat,Diesel",1996,11.68,3.8,GRP,France , C´te d'Azur ,184
6958,78000.0,EUR,78000.0,Flybridge,Gallart power boats,"Used boat,Diesel",2009,11.75,3.9,GRP,Belgium , Zeebrugge ,244
6959,78000.0,EUR,78000.0,Motor Yacht,Bavaria power boats,"Used boat,Diesel",0,11.5,3.8,GRP,Italy , Toscana ,632
6960,77900.0,EUR,77900.0,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1993,14.0,4.0,GRP,Croatia (Hrvatska) , Kvarner,157
6961,77900.0,EUR,77900.0,Pilothouse,Damor power boats,"Used boat,Diesel",2013,9.0,3.0,GRP,Croatia (Hrvatska) , Istra,100
6962,77885.0,EUR,77885.0,Sport Boat,Clear power boats,"Display Model,Unleaded",2017,7.7,2.44,GRP,Germany , Berlin ,81
6963,77870.0,EUR,77870.0,Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.85,2.8,GRP,Germany , Hamburg ,76
6964,84070.0,CHF,87432.8,Sport Boat,Four Winns power boats,new boat from stock,2019,6.5,2.55,GRP,Switzerland , Vierwaldst¤ttersee ,337
6965,77730.0,EUR,77730.0,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,8.75,2.99,GRP,Germany , 2,92
6966,70764.0,GBP,80670.95999999999,Pilothouse,Jeanneau power boats,new boat from stock,2020,7.92,2.77,unknown,United Kingdom ," Swanwick, Swanwick",30
6967,77582.0,EUR,77582.0,"Classic,Deck Boat",Riva power boats,"Used boat,Unleaded",1959,6.06,2.15,Wood,Opwijk,,294
6968,77527.0,EUR,77527.0,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.96,2.5,GRP,Switzerland , Stansstad,269
6969,77500.0,EUR,77500.0,Motor Yacht,unknown,"Used boat,Diesel",1992,11.58,3.68,PVC,Netherlands , Omgeving Leiden,95
6970,77500.0,EUR,77500.0,Motor Yacht,Salpa power boats,"Used boat,Diesel",2006,9.0,3.0,GRP,Croatia (Hrvatska) , Kvarner,81
6971,77500.0,EUR,77500.0,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2007,9.52,2.99,GRP,Spain , INFO DD-YACHTING,67
6972,77500.0,EUR,77500.0,Trawler,Vacance power boats,Used boat,2017,9.2,3.0,Steel,Netherlands , In verkoophaven,40
6973,77500.0,EUR,77500.0,Trawler,unknown,"Used boat,Diesel",1927,30.2,5.06,Steel,Netherlands , Omgeving Zierikzee,37
6974,77500.0,EUR,77500.0,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2015,6.1,2.49,unknown,France , Languedoc Roussillon ,423
6975,77500.0,EUR,77500.0,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2011,8.5,2.99,GRP,Netherlands , Flevoland ,261
6976,83000.0,CHF,86320.0,Motor Yacht,Colombo power boats,"Used boat,Diesel",1989,12.4,3.15,GRP,Switzerland , Lake Constance ,633
6977,69950.0,GBP,79743.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2000,11.73,3.86,unknown,United Kingdom ," Burnham-on-Crouch, Royaume Uni",87
6978,82900.0,CHF,86216.0,Motor Yacht,Formula power boats,"Used boat,Unleaded",2008,10.5,3.1,GRP,Switzerland , Lago Maggiore ,392
6979,76675.0,EUR,76675.0,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.53,PVC,France ," PLUNERET, France",34
6980,69900.0,GBP,79686.0,Center console boat,Ocqueteau power boats,new boat from stock,2019,7.8,2.74,unknown,United Kingdom ," Levington, Maldon",91
6981,76500.0,EUR,76500.0,Motor Yacht,Bavaria power boats,Used boat,2007,9.45,2.98,GRP,Belgium , regio Gent,244
6982,569000.0,DKK,73970.0,Sport Boat,Campion power boats,new boat from stock,2020,6.0,2.0,unknown,Denmark , Svendborg,34
6983,82000.0,CHF,85280.0,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2014,7.74,2.81,GRP,Switzerland , Lake Constance ,466
6984,76390.0,EUR,76390.0,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.25,2.57,GRP,Germany , 1,103
6985,82500.0,CHF,85800.0,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2012,6.78,2.54,Plastic,Switzerland , Lake of Zurich ,599
6986,82500.0,CHF,85800.0,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1974,5.8,2.12,Wood,Switzerland , Lake of Zurich ,315
6987,76000.0,EUR,76000.0,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2004,9.3,2.89,GRP,Croatia (Hrvatska) , Sibenik,47
6988,76000.0,EUR,76000.0,Fishing Boat,Starfisher power boats,"Used boat,Diesel",2007,7.85,3.0,GRP,Spain , Alicante,57
6989,76000.0,EUR,76000.0,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,11.77,3.99,GRP,Italy , Mar Tirreno,97
6990,76000.0,EUR,76000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.99,2.8,PVC,France ," BENODET, France",54
6991,75900.0,EUR,75900.0,Sport Boat,XO Boats power boats,"new boat from stock,Unleaded",0,7.52,2.28,Aluminium,Germany , Lake Constance ,152
6992,75900.0,EUR,75900.0,Motor Yacht,Succes power boats,"Used boat,Diesel",2018,9.0,3.05,GRP,Germany , Berlin ,116
6993,75800.0,EUR,75800.0,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,PVC,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",59
6994,81838.0,CHF,85111.52,Bowrider,Chaparral power boats,"new boat on order,Unleaded",2021,6.4,2.54,GRP,Switzerland , Lake Constance ,303
6995,75677.0,EUR,75677.0,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,GRP,Austria , Wr. Neustadt,70
6996,75650.0,EUR,75650.0,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.28,2.46,GRP,Germany , Baden-W¼rttemberg ,107
6997,75500.0,EUR,75500.0,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.17,2.8,unknown,France ," granville, granville",39
6998,75490.0,EUR,75490.0,Cabin Boat,Finnmaster power boats,"new boat from stock,Unleaded",2019,7.2,2.29,unknown,Germany , Ostsee ,162
6999,75446.0,EUR,75446.0,Pilothouse,Jeanneau power boats,"new boat on order,Unleaded",2020,8.9,2.99,GRP,Germany , Bnningstedt / Werft,54
7000,68768.0,GBP,78395.51999999999,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.92,2.77,PVC,United Kingdom ," Swanwick, Royaume Uni",37
7001,75408.0,EUR,75408.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,7.99,2.78,PVC,Spain ," Alicante (Alacant), Espagne",56
7002,75300.0,EUR,75300.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.0,2.0,PVC,Spain ," Huelva, Espagne",34
7003,75000.0,EUR,75000.0,Flybridge,Edership power boats,"Used boat,Diesel",1987,11.75,3.98,unknown,Italy , Friuli Venezia Giulia ,69
7004,75000.0,EUR,75000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1999,10.8,3.84,GRP,France , Cote D'azur,69
7005,75000.0,EUR,75000.0,Trawler,unknown,"Used boat,Diesel",1925,15.72,3.42,Steel,Netherlands ," Omgeving Migennes, Frankrijk",36
7006,75000.0,EUR,75000.0,Flybridge,Carnevali power boats,"Used boat,Diesel",2000,11.0,3.0,GRP,Croatia (Hrvatska) , Dalmatia,135
7007,75000.0,EUR,75000.0,Trawler,unknown,Used boat,1994,11.75,3.8,Steel,Netherlands , Brielle (NL),69
7008,75000.0,EUR,75000.0,Sport Boat,AL Custom power boats,"Used boat,Unleaded",2009,9.6,3.0,unknown,Portugal , Vilamoura Algarve,53
7009,75000.0,EUR,75000.0,Motor Yacht,Pedro power boats,"Used boat,Diesel",1995,10.3,3.5,Steel,Germany , Ostsee ,70
7010,75000.0,EUR,75000.0,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1999,10.35,2.49,GRP,Italy ," Lombardy, Como",142
7011,75000.0,EUR,75000.0,Motor Yacht,Schaefer power boats,"Used boat,Diesel",2006,10.35,3.4,GRP,Spain , Costa Blanca ,82
7012,75000.0,EUR,75000.0,Trawler,unknown,Used boat,1998,12.5,3.5,Steel,Netherlands , In verkoophaven,88
7013,75000.0,EUR,75000.0,Sport Boat,Apreamare power boats,"Used boat,Diesel",1999,9.45,3.27,unknown,Italy , Nord Adria,131
7014,75000.0,EUR,75000.0,Motor Yacht,Princess power boats,"Used boat,Diesel",1996,12.4,3.73,GRP,Italy , Nord Adria,90
7015,75000.0,EUR,75000.0,Flybridge,Valk power boats,Used boat,1979,14.6,4.1,Steel,Netherlands , In verkoophaven,82
7016,75000.0,EUR,75000.0,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2011,8.7,3.02,Wood,France ," Mandelieu, Mandelieu",96
7017,75000.0,EUR,75000.0,Center console boat,Sessa power boats,Used boat,2009,8.93,2.99,GRP,Italy , Campania ,111
7018,75000.0,EUR,75000.0,Passenger boat,unknown,Used boat,1904,12.8,2.96,Steel,Netherlands , Groningen,81
7019,75000.0,EUR,75000.0,Pontoon Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2017,8.88,2.99,GRP,Italy , Friuli Venezia Giulia ,100
7020,75000.0,EUR,75000.0,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,9.76,3.16,PVC,Spain ," Huelva, Espagne",54
7021,75000.0,EUR,75000.0,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2003,11.25,3.54,GRP,Greece , Paleo Faliro,100
7022,75000.0,EUR,75000.0,Pilothouse,Rhea power boats,"Used boat,Diesel",2006,9.3,3.3,PVC,France ," 29200 BREST, France",81
7023,75000.0,EUR,75000.0,Sport Boat,unknown,new boat from stock,2018,6.02,2.44,GRP,Italy,,53
7025,75000.0,EUR,75000.0,Sport Boat,Regal power boats,"Used boat,Unleaded",2015,8.8,2.6,PVC,France ," antibes, antibes",78
7026,75000.0,EUR,75000.0,Sport Boat,Riva power boats,Used boat,1978,8.17,2.43,unknown,Netherlands,,170
7027,75000.0,EUR,75000.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,unknown,France ," Lorient, France",48
7028,75000.0,EUR,75000.0,Flybridge,Raffaelli power boats,"Used boat,Diesel",1991,14.2,4.3,GRP,Italy , Campania ,122
7029,75000.0,EUR,75000.0,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.19,2.52,PVC,France ," PORNICHET, France",31
7030,75000.0,EUR,75000.0,Sport Boat,Cigarette power boats,Used boat,0,9.5,2.59,unknown,Belgium , Brugge,157
7031,75000.0,EUR,75000.0,Sport Boat,Bertram Yacht power boats,"Used boat,Diesel",1995,9.32,3.44,GRP,Italy , Abruzzo,73
7032,75000.0,EUR,75000.0,"Cabin Boat,Motor Yacht",Holland Boat power boats,"Used boat,Diesel",1989,11.4,3.7,GRP,Belgium , Lage-Zwaluwe ,277
7033,75000.0,EUR,75000.0,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2018,7.84,2.55,GRP,Germany , Schleswig-Holstein ,256
7034,75000.0,EUR,75000.0,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.43,2.81,PVC,France ," Arzon, Arzon",61
7035,75000.0,EUR,75000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,7.74,2.95,PVC,France ," 35260 CANCALE, France",62
7036,75000.0,EUR,75000.0,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2001,12.39,3.7,GRP,Italy , Veneto ,93
7037,74998.0,EUR,74998.0,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.88,2.55,GRP,Germany , Niedersachsen ,45
7038,74990.0,EUR,74990.0,House Boat,unknown,"new boat from stock,Unleaded",2019,12.0,4.0,GRP,Poland , Polen,88
7039,74990.0,EUR,74990.0,Pilothouse,Parker power boats,"Display Model,Unleaded",2020,7.99,2.54,GRP,Germany , Erftstadt-Liblar,169
7040,74990.0,EUR,74990.0,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2013,8.9,2.99,PVC,France ," Chalon-sur-Sa´ne, France",75
7041,74990.0,EUR,74990.0,Motor Yacht,Edership power boats,Diesel,1986,13.08,4.3,GRP,Germany , Verkaufshafen Brandenburg-Plaue,104
7042,74900.0,EUR,74900.0,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",1988,12.3,2.65,GRP,Switzerland , Lake Constance ,333
7043,74900.0,EUR,74900.0,Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.9,2.9,GRP,Germany , Hamburg ,96
7044,74900.0,EUR,74900.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,PVC,France ," LA GRANDE MOTTE, Martigues",40
7045,74900.0,EUR,74900.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.81,2.96,PVC,France ," La Forªt-Fouesnant, France",53
7046,74900.0,EUR,74900.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2014,8.81,2.96,PVC,France ," La Seyne-sur-Mer, France",62
7047,74900.0,EUR,74900.0,Sport Boat,Quicksilver (Brunswick Marine) power boats,"Display Model,Unleaded",2019,6.99,2.55,GRP,Germany , Bayern ,162
7048,74900.0,EUR,74900.0,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,PVC,France ," les sables d'olonne, les sables d'olonne",39
7049,74900.0,EUR,74900.0,Fishing Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.91,2.93,GRP,Spain , Mallorca ,163
7050,74900.0,EUR,74900.0,Sport Boat,Bayliner power boats,Used boat,2004,9.65,3.35,GRP,Netherlands , In verkoophaven,114
7051,74900.0,EUR,74900.0,Trawler,Pedro power boats,Used boat,2001,10.6,3.5,Steel,Netherlands , onbekend,98
7052,74800.0,EUR,74800.0,Trawler,unknown,"Used boat,Diesel",1923,16.0,3.0,Steel,Netherlands , onbekend,75
7053,74800.0,EUR,74800.0,Sport Boat,Rinker power boats,"Used boat,Unleaded",2012,8.8,2.75,GRP,Germany , Baden-W¼rttemberg ,249
7054,74700.0,EUR,74700.0,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.5,PVC,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",48
7055,74700.0,EUR,74700.0,House Boat,unknown,"Used boat,Unleaded",2017,12.0,3.3,unknown,Germany , Hamburg ,171
7056,74580.0,EUR,74580.0,Motor Yacht,Balt Yacht power boats,new boat from stock,2020,8.48,2.75,GRP,Germany , Berlin ,188
7057,67950.0,GBP,77463.0,Deck Boat,Jeanneau power boats,new boat from stock,2019,7.62,2.51,unknown,United Kingdom ," Swanwick, Swanwick",39
7058,74500.0,EUR,74500.0,Motor Yacht,Balt Yacht power boats,"new boat from stock,Diesel",2020,9.8,2.98,GRP,Germany , Potsdam - Deetz,203
7059,74500.0,EUR,74500.0,Hardtop,Jeanneau power boats,"Used boat,Diesel",2000,11.0,3.0,GRP,Croatia (Hrvatska) , Istra,106
7060,74500.0,EUR,74500.0,Trawler,Pedro power boats,"Used boat,Diesel",2003,10.6,3.5,Steel,Netherlands , In verkoophaven,168
7061,74500.0,EUR,74500.0,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2006,9.47,2.9,GRP,Slovenia , slovenia,144
7062,74500.0,EUR,74500.0,Trawler,unknown,"Used boat,Diesel",1990,12.6,3.7,Steel,Netherlands ," Omgeving Centrum-Bourgondie, Frankrijk",74
7063,74500.0,EUR,74500.0,Deck Boat,Sessa power boats,"Used boat,Unleaded",2006,9.01,2.99,GRP,Germany , Rostock,89
7064,74500.0,EUR,74500.0,Motor Yacht,Neptunus power boats,"Used boat,Diesel",1991,13.8,4.4,GRP,Germany , Rostock/ Barth,213
7065,74500.0,EUR,74500.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,France ," Lorient, France",69
7066,74500.0,EUR,74500.0,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2002,10.2,3.53,unknown,Spain , Mallorca ,107
7067,74500.0,EUR,74500.0,Motor Yacht,unknown,"Used boat,Diesel",1927,18.25,4.7,Steel,Netherlands , Omgeving Dordrecht,130
7068,74500.0,EUR,74500.0,Trawler,Super Lauwersmeer power boats,Used boat,1975,11.2,3.45,Steel,Netherlands , In verkoophaven,143
7069,74000.0,EUR,74000.0,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2016,8.37,2.98,PVC,France ," les sables d'Olonne, France",68
7070,74000.0,EUR,74000.0,Sport Boat,unknown,"Used boat,Unleaded",2005,11.4,3.68,PVC,France ," Marseille, France",98
7071,74000.0,EUR,74000.0,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1971,5.8,2.1,Wood,Germany , Lake Constance ,114
7072,74000.0,EUR,74000.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,8.95,2.95,GRP,Croatia (Hrvatska) , insel rab ,120
7073,74000.0,EUR,74000.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,11.74,3.79,GRP,Austria , INFO DD-YACHTING,155
7074,73990.0,EUR,73990.0,Cabin Boat,Saver power boats,"new boat from stock,Unleaded",2020,8.3,2.55,GRP,Germany , Bayern ,140
7075,73990.0,EUR,73990.0,Trawler,unknown,Diesel,1990,12.5,3.7,Steel,Germany , Verkaufshafen Brandenburg-Plaue,68
7076,79900.0,CHF,83096.0,Sport Boat,Colombo power boats,"Used boat,Unleaded",2004,10.8,3.0,GRP,Switzerland , Bielersee ,326
7077,79900.0,CHF,83096.0,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1986,5.9,2.18,Wood,Switzerland , Lake of Zurich ,462
7078,73900.0,EUR,73900.0,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.25,2.57,GRP,Germany , 1,90
7079,73900.0,EUR,73900.0,Sport Boat,Sessa power boats,"Used boat,Diesel",2006,9.5,3.0,unknown,Italy , Aprilia Marittima di Latisana (UD),60
7080,549000.0,DKK,71370.0,Trawler,AMS Marine Yachten power boats,"Used boat,Diesel",1976,12.2,4.25,GRP,Denmark , S¼dd¤nemark ,530
7081,79000.0,CHF,82160.0,Sport Boat,Faeton power boats,"Used boat,Diesel",2002,7.8,2.8,GRP,Switzerland , Hallwilersee ,218
7082,79000.0,CHF,82160.0,Classic,Boesch power boats,"Used boat,Unleaded",1984,5.9,2.12,Wood,Switzerland , Lake Geneva ,917
7083,79500.0,CHF,82680.0,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,6.91,2.48,GRP,Switzerland , Luganersee ,238
7084,73500.0,EUR,73500.0,Trawler,unknown,Used boat,1994,12.0,3.8,Steel,Netherlands , onbekend,99
7085,73500.0,EUR,73500.0,Sport Boat,Fairline power boats,Used boat,2001,9.1,3.05,PVC,Portugal ," Portim£o, Portugal",136
7086,66950.0,GBP,76323.0,Sport Boat,Jeanneau power boats,new boat from stock,2020,7.34,2.44,PVC,United Kingdom ," Lincoln, Lincoln",46
7087,79000.0,CHF,82160.0,Classic,Boesch power boats,"Used boat,Unleaded",1980,5.9,2.12,Wood,Switzerland , Z¼richsee,228
7088,73000.0,EUR,73000.0,Flybridge,Sealine power boats,"Used boat,Diesel",1996,10.0,3.0,GRP,Croatia (Hrvatska) , Istra,99
7089,73000.0,EUR,73000.0,Pilothouse,AluForce power boats,new boat from stock,0,9.0,2.7,Aluminium,Germany , Mecklenburg-Vorpommern ,102
7090,73000.0,EUR,73000.0,Pilothouse,Rodman power boats,Used boat,2006,8.7,2.98,GRP,Spain , Mallorca ,59
7091,73000.0,EUR,73000.0,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.95,PVC,France ," LORIENT, LORIENT",57
7092,73000.0,EUR,73000.0,Wakeboard/Wakesurf,Heyday power boats,"Used boat,Unleaded",2018,7.16,2.44,PVC,France ," Saint-Jorioz, France",129
7093,73000.0,EUR,73000.0,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2004,9.48,2.88,unknown,Italy , Friuli Venezia Giulia ,55
7094,73000.0,EUR,73000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,8.36,2.95,PVC,France ," LA GRANDE MOTTE, France",70
7095,73000.0,EUR,73000.0,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2018,6.88,2.59,PVC,France ," LES SABLES OLONNE, France",59
7096,73000.0,EUR,73000.0,Hardtop,unknown,"Used boat,Diesel",2004,11.63,3.7,unknown,Italy , Aprilia Marittima di Latisana (UD),85
7097,73000.0,EUR,73000.0,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy , Marche - Umbria ,122
7098,73000.0,EUR,73000.0,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy , Marche - Umbria ,73
7099,73000.0,EUR,73000.0,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,11.63,3.7,GRP,Italy , Marche - Umbria ,129
7100,72500.0,EUR,72500.0,Trawler,unknown,Used boat,1975,14.0,4.35,Steel,Netherlands ," 0(031)38-303 4210; te zien op afspraak, call us fo",125
7101,72500.0,EUR,72500.0,Trawler,Linssen power boats,Used boat,1989,11.0,3.45,Steel,Netherlands , In verkoophaven,161
7102,72500.0,EUR,72500.0,Classic,Rapsody power boats,Used boat,2001,8.74,2.45,Wood,Netherlands , In verkoophaven,140
7103,72200.0,EUR,72200.0,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.12,2.79,PVC,Spain , La Escala,93
7104,78000.0,CHF,81120.0,Trawler,Z-Yacht power boats,"Used boat,Diesel",1988,11.0,3.4,Steel,Switzerland , Vierwaldst¤ttersee,251
7105,78000.0,CHF,81120.0,Motor Yacht,Riva power boats,"Used boat,Unleaded",1967,5.7,2.2,Wood,Switzerland , Lake Geneva ,875
7106,72050.0,EUR,72050.0,Pilothouse,Galia power boats,"new boat from stock,Unleaded",2018,6.82,2.51,GRP,Switzerland , Vierwaldst¤ttersee ,280
7107,536000.0,DKK,69680.0,Sport Boat,Yamarin power boats,new boat from stock,2019,6.0,2.0,unknown,Denmark , Svendborg,76
7108,72000.0,EUR,72000.0,Flybridge,Bayliner power boats,"Used boat,Diesel",1993,11.0,3.85,GRP,Germany , INFO DD-YACHTING,151
7109,72000.0,EUR,72000.0,Fishing Boat,Jeanneau power boats,"Used boat,Diesel",2007,9.76,3.16,PVC,France ," ETABLES SUR MER, France",131
7110,72000.0,EUR,72000.0,Wakeboard/Wakesurf,Glastron power boats,"new boat from stock,Unleaded",2019,6.8,2.54,unknown,Switzerland , Neuenburgersee ,303
7111,72000.0,EUR,72000.0,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2014,9.3,2.59,GRP,Italy , Lake Garda ,193
7112,72000.0,EUR,72000.0,Flybridge,Faeton power boats,Used boat,2006,9.83,3.36,unknown,Italy,,43
7113,72000.0,EUR,72000.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.13,2.5,PVC,France ," Antibes, Antibes",26
7114,72000.0,EUR,72000.0,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2019,6.24,2.44,PVC,France ," Saint-Jorioz, France",67
7115,72000.0,EUR,72000.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2008,9.96,3.38,GRP,Italy , Mar Tirreno,82
